Name,Brand,Description,Notes,Image URL
Umbra Eau de Parfum,Ramon Monegal," Umbra kicks off its olfactory journey with a spring in its step - a bright zip of fresh vetiver announces effervescent black pepper, crisp white musk, and dew-covered geranium leaves.  Umbra is the essence of the earth, capturing the newness of a blade of grass but then changing, growing to relay the the texture of lichen and spruce balsam, and a rising tonka sweetness that smooths out the entire composition.  Umbra turns structured, slightly dry and balmy with an herbal element that calls back to its refreshing top notes.  A perfect fragrance for aficionados of vetiver and tonka bean."," Haitian vetyver root, Yugoslavian tree moss, Madagascan black pepper, bourbon geranium leaves, Canadian fir balsam, tonka haricot.",https://static.luckyscent.com/images/products/58402.jpg?width=400&404=product.png
Un Coeur en Mai Eau de Parfum,Parfums MDCI," When the brand decided to up the concentration of Un Coeur en Mai, the original formula risked running afoul of ever-stricter regulations. Undaunted, Patricia de Nicola√Ø stepped back into the lab and came out with an even more beautiful, tender and well-balanced version. Skimming off a smidge of pink pepper and clove, she's made her hyacinth and lily of the valley accord even truer to the tenderness of its name,ìa heart in Mayîù. Built on a fresh heart of rose and geranium enhanced with different tones of green ñ bright floral petitgrain, raspy blackcurrant and resinous galbanum ñ it unfurls like a delicate sprig of muguet under a springtime sun in a haze of fluffy musk. As an added bonus, this subtle tweak has allowed a stronger concentration and improved the lasting power: more to love for anyone who's fallen in love with this radiant tribute to spring, composed by a true master of perfumery."," Hyacinth, lily of the valley, petitgrain, bergamot, Bulgarian rose, galbanum, black currant, melon, Moroccan mimosa, Bourbon geranium, black pepper, coriander, musk, precious woods",https://static.luckyscent.com/images/products/36510.jpg?width=400&404=product.png
Tokyo Bloom Eau de Toilette,The Different Company," Emilie Coppermann's tribute to Japan's fifth season conjures the tenderness of spring rain on a spring-blooming garden.  The raspy fruitiness of blackcurrant bud, the slightly anisic basil and an unusual, milky dandelion sap accord shower different splashes of green in the top notes.  The heart yields another type of moistness with cyclamen; star jasmine, which is spicier than real jasmine, adds its sensuous flesh to the delicate blend, carried by a gentle cloud of musk. A wistful and delicate scent with a sensuous undercurrent, and a poetic tribute to the fleeting beauty of theìfloating worldîù captured in classic Japanese woodcuts."," Galbanum, basil leaves, dandelion accord, blackcurrant bud, star jasmine, cyclamen, guaiac wood, musk, amber",https://static.luckyscent.com/images/products/25333.jpg?width=400&404=product.png
Limon de Cordoza Eau de Toilette,The Different Company," A collection called L'Esprit Cologne couldn't do without a bracing citrus scent, and Limon de Cordoza delivers a flamboyant splash of orange and mandarin that feel as rich as biting through their peels. Mint provides a cool green counterpoint, while a luminous white floral accord of neroli and freesia add sensuousness to the heart. An elegant touch of patchouli and the subtle vanillic smokiness of guaiac wood anchor the strikingly long-lasting citrus notes. A timeless classic revisited by √âmilie Coppermann in a chic, modern and joyful style."," Bitter orange, mandarin zest, mint leaves, neroli, freesia, patchouli, vetiver, guaiac wood",https://static.luckyscent.com/images/products/25334.jpg?width=400&404=product.png
Agarwoud Extrait de Parfum,HEELEY," A highly revered, resinous extract from the forests of Vietnam and Laos, Agarwood has been used for devotion and meditation in Buddhist temples for centuries. 'Agarwoud' combines notes of Bulgarian rose, amber and benzoin to create a surprisingly contemporary, clean and elegant accord in which the unique character of oud is instantly recognisable. Dark, mystical elegance."," Oud, Rose, Amber, Incense",https://static.luckyscent.com/images/products/31519.jpg?width=400&404=product.png
Bubblegum Chic Extrait de Parfum,HEELEY," Jasmine is one of James Heeley's fetish scents. However, it is notoriously ephemeral and the aim here was to enhance its intensity and longevity without altering its natural beauty. The concentration of jasmine absolute and tuberose give this scent underlying accents of red fruit, almost like strawberry. The scent is direct, intense and intoxicating like a sexual fantasy. Pure joy?."," Jasmine Sambac, Tuberose, White Musc, fruits",https://static.luckyscent.com/images/products/31521.jpg?width=400&404=product.png
Chypre Palatin Eau de Parfum,Parfums MDCI,"ìPalatinîù comes fromìpalaceîù, and Bertrand Duchaufour's new offering for MDCI is truly princely: a proper pyramid fragrance whose development will take you through three equally fascinating stages as though you were wandering from one grand room to another in an Italian palazzo...Spray it on, and you're drawn into a rich green 70s-style floral chypre, a galbanum-laced hyacinth splashed with bright green clementine with agrestic lavender accents. The hyacinth's rosy facet melds into a rich floral bouquet of rose, jasmine and iris, brushed with clove and coriander.But it is when it moves into its drydown that Chypre Palatin unveils its opulent oriental undercurrent ñ addictive, smooth and fairly growling with animalic notes. Amber, balsams, leather? Check. It's been a long time since we've found a fragrance that gives off such vintage-style lushness, and no wonder: Chypre Palatin is overflowing with lush natural essences, absolutes and resins. Once more, Parfums MDCI demonstrates that the spirit of golden-era French perfumery is still thriving. Treat yourself to a scented palace!"," Green clementine, hyacinth, lavender, rose, jasmine, iris, benzoin, styrax, vanilla, castoreum, costus and leather accord",https://static.luckyscent.com/images/products/36512.jpg?width=400&404=product.png
X for Women Eau de Parfum,Clive Christian," According to lore, Cleopatra so adored Egyptian jasmine, gathered from the banks of the Nile at dusk when the flower's scent is at its headiest, that she doused the sails of her ship with their essence on her journey to meet Mark Antony. As the fragrant breezes of this legendary flower snaked his way, legend has it, Mark Antony fell in love with the Egyptian queen, famous for her love of beautiful perfumes.A soft and sensual fruity chypre, X for Women complements the soft eroticism of X for Men. Egyptian jasmine is refreshed and made momentarily sharp by fruit notes such as tart rhubarb and juicy peach and pineapple. Vanilla and labdanum soften and enrich those notes, and the perfume is made even more erotic with the X series' signature note of Karo Karundi, a white flower essence from the West African shrub whose scent recalls the Acacia flower and is reputed to be an aphrodisiac.The notes in X for Women blend beautifully not only with each other, but also with skin, creating a warm, sweet and luscious skin scent that, like X for men, could be described as approachably erotic. Comforting and stunning."," Peach, Sicilian mandarin, bergamot, rhubarb, and pineapple, Egyptian jasmine, rose, lily of the valley, orris, patchouli, cedarwood, vetiver, vanilla, and cashmere musk.",https://static.luckyscent.com/images/products/58007.jpg?width=400&404=product.png
X for Men Eau de Parfum,Clive Christian," Take the lushest jasmine and light it on fire with the warming spices of cinnamon, ginger and cardamom. Let it smolder on a bed of rich orris and vanilla as aromatic rays of cedarwood subtly radiate in the background, and you have Clive Christian's cuddly yet sexy X for Men.In Clive Christian's X Series, perfume's aphrodisiac qualities are brought to the fore. In X for Men, orris (from the Iris flower's buttery rich and powdery soft roots) and Karo Karundi (a white flower essence from the West African shrub whose scent is reminiscent of Acacia) both help to power X for Men's gentle eros. Although cedarwood, a conventionally masculine note, hums continuously throughout X for Men, the perfume leans closer as a unisex fragrance, and could equally be inhaled from a male or female lover's pulse points and neck.Complimentary samples available with any product purchase. Please specify at checkout."," Bergamot, spices, cardamom, ginger, and juniper berry, sambac oil, jasmine hedione, pimento oil, orris, amber, vetiver oil, cedarwood, moss, cinnamon, and vanilla",https://static.luckyscent.com/images/products/58006.jpg?width=400&404=product.png
1872 for Women Eau de Parfum,Clive Christian," Inside its verdant bottle originally designed inthe  momentous year of its name,  1872 for Women houses an effervescent rose whose clean,  fresh and green notes burst forth as if from a popped champagne bottle. Interestingly,  for a perfume named after the past,  1872 for Women recalls nothing of rose's usual conservative and stodgy reputation. This is a young and fresh rose,  with top notes such as bergamot,  tangerine and lemon and a light chypre dry down of patchouli,  moss,  cedar,  sandalwood and musk.A sheer and fresh Rose de Mai îî whose green facets are pushed to the fore by lily of the valley îî glimmers at the heart of 1872 for Women. Also known as theìpainter's rose, îù this precious flower blooms only for three weeks in Grasse,  France,  and it takes 170 heads of Rose de Mai for just one drop of 1872 for Women. With intense projection and longevity,  1872 belies its central flower's poetically short life. Hesperidic,  clean and cheerful,  1872 is a jolt for the senses."," Bergamot, tangerine, lemon, pineapple, blueberry, rosemary, rose de Mai, lily of the valley, jasmine, purple violet, freesia, cedarwood, sandalwood, patchouli, erogen musk, and moss.",https://static.luckyscent.com/images/products/58003.jpg?width=400&404=product.png
No. 1 for Women Eau de Parfum,Clive Christian," Undeniably feminine, with an olfactory arc that moves from transporting and fresh-aromatic to otherworldly, exotic and decadent, No. 1 for Women is a first-class perfume ticket to a floral wonderland. The best Indian jasmine, Tahitian vanilla, Rose Centifolia, carnation and ylang-ylang, make up No. 1's heart, helping to explain the perfume's designation as the world's most expensive, made without reference to cost. But this cost helps produce an intoxicating scent experience that is recognizably special at first spray.No. 1 starts with a floral high that sustains itself operatically, with subtle pineapple, plum and lemon revolving around intense jasmine and ylang-ylang notes. It then evolves into an ambery vanilla base touched with cedar, musk and the smoothest sandalwood. By the time the perfume dries down, the marriage of these precious ingredients is seamless, and the floral drama subsides into a comforting, ambery-vanillic warmth that lasts. The Empress does have clothes."," Pineapple, plum, mirabelle, bergamot, lemon, and cardamom, rose, jasmine, ylang ylang, orris, orchid, vanilla, tonka seeds, cedarwood, sandalwood, musk, amber",https://static.luckyscent.com/images/products/58000.jpg?width=400&404=product.png
No. 1 for Men Eau de Parfum,Clive Christian," Wanting to push the parameters of what is acceptable, Clive Christian turned his creative design to having a fragrance for the night. No. 1 was created with passion. It has great personality; it is refined and without question highly distinctive and original. It is a perfume which stands out from the crowd; it is the fragrance of ultimate luxury. Starting with intensely green herbal notes of bergamot, lime and mandarin, No. 1 for men soon plunges into a carnal world of cardamom-spiced rich vanilla, amber and Mysore Indian sandalwood. Fresh yet rich, clean yet indolic, No. 1 for Men's mandarin-tinged florals √Ø¬ø¬Ω rose, jasmine, and ylang-ylang float atop a second layer of rich base notes like a perfume version of hydroponics. Although categorized as an Oriental Amber, there's no ignoring this perfume's aromatic freshness, aided by subtle grapefruit and artemesia and lasting into the dry down like a veil over its warmer base. Like most of Clive Christian's scents designated for men, this elixir is easily categorized as unisex."," Bergamot, lime, Sicilian mandarin, cardamom, nutmeg, thyme, lily of the valley, rose, jasmine, ylang ylang, heliotrope, cedarwood, sandalwood, vetiver, ambery woods, and vanilla.",https://static.luckyscent.com/images/products/58001.jpg?width=400&404=product.png
1872 for Men Eau de Parfum,Clive Christian," 1872 for Men is one of two perfumes Clive Christian named as tribute to the year Queen Victoria granted her crown to revered British perfume house Crown Perfumery, acquired by the English perfumer in 1999.This citrusy and spicy chypre starts off with lime and grapefruit, combining with an intensely heady aromatic mix of petit grain, lavender and clary sage, creating an invigorating and luxurious blend that lifts the mood and heightens the senses. A touch of woods and pepper provide some background drama and atmosphere to these bright notes.Emperor Nero considered Clary Sage to be a sacred herb, and it is said he dispensed it to his troops to get them to focus and rejuvenate before battle. Described as a mix of neroli, lavender, musk and ambergris, Clary Sage indeed invigorates and fortifies. If green and herbaceous is your thing, 1872 for Men will delight your senses no matter what your gender."," Grapefruit, lime, bergamot, petit grain, black pepper, nutmeg, cyclamen, sage, freesia, tagete oil, jasmine, cedarwood, patchouli, olibanum, amber, and musk",https://static.luckyscent.com/images/products/58002.jpg?width=400&404=product.png
Patchouli Cologne,Santa Maria Novella," This perfume met with great success in the late 1800s and early 1900s and has now become a classic. The plant from which the fragrance is made is grown in India and Malaysia and creates a warm exotic, oriental and musky scent. Perfect for men and women.",,https://static.luckyscent.com/images/products/57724.jpg?width=400&404=product.png
Orange Blossom / Zagara Cologne Eau de Cologne,Santa Maria Novella," The sweet, inebriating aroma of the flowering orange trees comes from sunny Sicily and evokes dreams of brightly lit afternoons and the song of the crickets.",,https://static.luckyscent.com/images/products/57717.jpg?width=400&404=product.png
Pot Pourri Cologne Eau de Cologne,Santa Maria Novella," Santa Maria Novella's most famous formula; This masterly mix of grasses, berries, resins and flowers are gathered from the Florentine hills and sealed for three months in special Tuscan terracotta urns, in which they undergo a special fermentation process producing the one of a kind fragrance which is famous throughout the world. This extremely fresh and spicy scent is great for men and women.",,https://static.luckyscent.com/images/products/57720.jpg?width=400&404=product.png
Musk / Muschio Cologne Eau de Cologne,Santa Maria Novella," Fashionable in the early part of the century and currently enjoying a revival, Musk has always been a favorite. The plant-based extracts in this fragrance come from Sumbul roots, found in the area around Samarkand in Uzbekistan. Exotic, slightly sweet with powdery undertones. Suitable for men or women, day or night.",,https://static.luckyscent.com/images/products/57721.jpg?width=400&404=product.png
Honeysuckle / Caprifoglio Cologne Eau de Cologne,Santa Maria Novella," Considered in ancient times ""the lover's ties"", because of the way that the branches and leaves intertwine around their flowers, honeysuckle's sweet yet fresh fragrance has always been a very popular scent. Suitable for men and women; extremely sensuous.",,https://static.luckyscent.com/images/products/57701.jpg?width=400&404=product.png
Russian Cologne Eau de Cologne,Santa Maria Novella," Long considered a typically male fragrance, this fresh and zesty scent with it's decisive aroma of bitter orange, bergamot, and musk is now being worn by men and women alike.",,https://static.luckyscent.com/images/products/57702.jpg?width=400&404=product.png
Noir Patchouli Eau de Parfum,Histoires de Parfums," The patchouli flower, grown in the East, exhales an intense and bewitching scent from its leaves. Wooded and chypre-like, this elixir stimulates the senses. A breath of mystery, as deep as black absorbing the light.In Occidental symbolism, black is associated with darkness, the unknown, what's hidden, unseen, the unexplained. It is also a symbol of strength, dignity, power and revolt."," Patchouli, Coriander, Cardamom, Patchouli, Bunch of Flowers, Berries, Patchouli, Musk, Leather, Vanilla",https://static.luckyscent.com/images/products/57613.jpg?width=400&404=product.png
Ambre 114 Eau de Parfum,Histoires de Parfums," This mythical raw material improves a 114-element composition. A caravanserai of scents for this hot oriental intensifying the natural sensuality of grey amber, sweet perfume and tinted with exoticism. In the Orient, women used to burn incenses, myrrh and amber. It is an oriental vision of voluptuousness."," Thyme, Nutmeg, Rose, Geranium, Patchouli, Sandalwood, Cedar, Vetiver, Amber, Vanilla, Tonka Bean, Benzoin, Musk",https://static.luckyscent.com/images/products/57610.jpg?width=400&404=product.png
1725 Casanova Eau de Parfum,Histoires de Parfums," CasanovaVenice,  the riparian city of love. In the year of 1725 was born the man whose name would symbolize seduction: Giacomo Girolamo Casanova.""What is love then? An illness to which man is prone to any age, "" claimed the one who was one after the other abbot,  officer,  scholar,  writer,  banker,  con artist,  magician,  infantryman,  spy,  diplomat,  but always claiming his Venetian origins. For every Casanova,  here is an eau de parfum inviting intense pleasure,  an amber fern mixing fine wooded tunes and touches of lemony freshness,  sublimed by the elegance of lavender. Warmed with heady spices and colored by sweet fruits."," Bergamot, Citrus, Grapefruit, Licorice, Lavender, Star Anise, Vanilla, Almond, Sandalwood, Cedar, Amber",https://static.luckyscent.com/images/products/57601.jpg?width=400&404=product.png
1740 Marquis de Sade Eau de Parfum,Histoires de Parfums," Marquis de SadeBirth year of a Parisian gentleman, named Donatien-Alphonse-Fran√ßois, which posterity remembers as the Marquis de Sade. For this man, whose licentious morals had him imprisoned many times, luxury rhymes with literature. The libertine writer would undoubtedly have enjoyed the audacity of this spiced wooded scent, an invitation to pleasure with its bergamot and Davana Sensualis hints, rounded with patchouli and everlasting flower."," Bergamot, Davana Sensualis, Patchouli, Coriander, Cardamom, Cedar, Birch, Labdanum, Leather, Vanilla, Elemi, Immortelle",https://static.luckyscent.com/images/products/57602.jpg?width=400&404=product.png
1804 George Sand Eau de Parfum,Histoires de Parfums," George SandOn the first of July of that year, at number 15, rue Meslay in the 3rd ardt of Paris, Amantine Aurore Lucile Dupin, who was to become the baroness of Dudevant, was born. She was to become renowned through her androgynous pen name, George Sand. A writer of genius, great lover and committed, she was the incarnation of the first modern woman. For her contemporary heiresses, a perfume reflecting her generosity and sensuality. An amber flower bouquet, in remembrance of George Sand's bond with nature, warmed with heady spices and colored by sweet fruits."," Tahitian Gardenia, Corsica Peach, Hawaiian Pineapple, Clove, Nutmeg, Indian Jasmine, Lily of the Valley, Rose of Morocco, Sandalwood, Patchouli, Benzoin, Vanilla, White Musk",https://static.luckyscent.com/images/products/57603.jpg?width=400&404=product.png
1828 Jules Verne Eau de Parfum,Histoires de Parfums," Jules VerneHe was born in Nantes, at the beginning of that century of discoveries. The close ocean took him far away, inspiring in him extraordinary novels of adventure. Inspired by the father of literary science fiction, this eau de parfum for modern globe-trotters breathes its aromatic Hesperides-like scents, just as a marine breeze over a wild heath. A freshness tinted with sophistication."," Grapefruit, Citrus, Tangerine, Eucalyptus, Nutmeg, Pepper, Cedar, Incense, Vetiver, Pinecone",https://static.luckyscent.com/images/products/57605.jpg?width=400&404=product.png
Oud - Eau de Parfum,Maison Francis Kurkdjian," It isn't because Francis Kurkdjian called this fragrance just plain Oud that he meant it to be a plain-vanilla oud. The man couldn't be pedestrian if he tried. And what he's gone and done is work what he callsìthe ambergris of the 21st centuryîù into a quintessentially elegant French perfume, taming the growling exotic beast until it purrs with pure bliss on a silk cushion. This is an oud even the most ouded-out could curl up with. Sweetly leathery and animalic, with the touch of honey real oud gives off ñ and there is real Laotian oud in the blend. With its citrus and pepper facets, elemi resin adds sparkle to the top notes. Saffron brings out the leather effects of oud, set into the tenderest woods: the leathery, almost jam-sweet Atlas cedar, and a lavish, un-musty patchouli. Francis Kurkdjian says he composed his Oud while dreaming of a marble and gold palace in the desert sands fit forìthe prince of raw materialsîù. He's done more than that: he's turned oud into a flawlessly elegant classic of the perfumer's palette."," Elemi resin, saffron, Atlas cedar wood, patchouli, oud",https://static.luckyscent.com/images/products/49822.jpg?width=400&404=product.png
Rose Pivoine Eau de Toilette,PARFUMS DE NICOLAI," Rose Pivoine is a classic dewy garden rose complimented by the exquisite feathered petals of peony.  This brilliant feminine floral is one of John Singer Sargent's elegant ladies holding a freshly cut bouquet.  Sunny bergamot, apricot blossoms, and artful geraniums add to the happy garden feel of Rose Pivoine, and it's all topped off with a crisp red berry note.  Its casual yet sophisticated feel evokes idle summer days - formal picnics in the shade of an oak tree, haystacks at sunset, and a lush arrangement of blossoms in every room."," Turkish rose, Peony, Geranium.",https://static.luckyscent.com/images/products/31342.jpg?width=400&404=product.png
Bamboo Harmony Eau de Parfum,By Kilian," BAMBOO HARMONY pays homage to Bamboo, considered by theìMen of Lettersîù as the symbol of human perfection. It is also the main component of their brush, the central element of calligraphy which, in Chinese culture, is the representation of Art and Beauty.BAMBOO HARMONY is the olfactive impression of a subtle sip of white tea taken in the heart of a bamboo.BAMBOO HARMONY opens with luminous notes of Bergamot, Bigarade and Neroli. The perfume then evolves through a comforting heart combining white tea leaves - known for their sumptuous flavor and lustrous color - and Mimosa, highlighted with a touch of spices. The unique character of the trail is given by rare Mat√© Essence, interlaced with sensual fig leaves and oak moss.BAMBOO HARMONY is a moment of spirituality."," Bergamot, bigarade, neroli, white tea, mimosa, spices, Mat√© Essence, fig, oak moss",https://static.luckyscent.com/images/products/42546.jpg?width=400&404=product.png
S-ex Eau de Parfum,S-Perfume," S-ex (pronouncedìes-exîù) isn't another avant-garde perfume that claims, in flowery prose, to be the perfume representation of sweaty sheets. S-ex is hardcore sultry and fresh at the same time-- a sheer and sensual daredevil of a scent that toys with opposites. It's a wet, sensual skin musk meets just washed, clean skin; all through it is a animalistic leather (with a metallic tinge) toying with fresh and crisp notes like bergamot. S-ex is a well balanced study of opposites attract; and we like that despite the name, it's not some one-trick-pony weighed down solely by heavy hitters. Instead, it arouses your senses with both depth and sheerness; it's steely and gentle, quiet and smoldering, and it does it all without falling in the women's-only or men's-only scent camp. If you love sensual, headboard-grabbing fragrances but have longed for a perfume that's wearable anywhere and any time of day, then a little S-ex is just what you need. In the V magazine, Author Chandler Burr once wroteìa masterful, complex juxtaposition of elements that gives the scent of the genitalia of a freshly shampooed beast.îù"," bergamot, nutmeg, pepper, leather, jasmine, sandalwood, patchouli, birchwood",https://static.luckyscent.com/images/products/57401.jpg?width=400&404=product.png
100% Love Eau de Parfum,S-Perfume," Sweet, provocative and daring...you wouldn't expect anything else from a creation by the legendary Sophia Grojsman (Eternity by Calvin Klein, Yves Saint Laurent's Paris, Tr√©sor by Lanc√¥me, and many, many more). It's a whirlwind of a perfume twisting and turning with a passionate swirl of black cacao, deep, red fruits and florals. Soft rose notes are a velvety embrace, a masterful turn that allows the dusty cocoa-like notes in 100% Love to shine just right... but not enough to be exactly like a box of chocolates. But just like those chocolates, 100% Love is highly addictive, the kind of scent that'll have you knocking over other bottles in your half-crazed desire to find it, put it on, and breathe deeply...mmmmm, pure bottled passion. 100% Love defies convention, but does it with familiar, much-loved ingredients, and that's not an easy feat.The fragrance was originally created for an olfactory art installation named 100% Love at an art gallery in the Chelsea Art District of New York in 2003. A multitude of small clear plastic cosmetic jars was arranged on the floor of the gallery in the shape of a heart, which was filled by a bed of shocking pink scented plastic beads."," Valeriane, red currant, ivy leaves, Bulgarian rose, Turkish rose, musks, labdanum, cocoa",https://static.luckyscent.com/images/products/57402.jpg?width=400&404=product.png
Oud Stars - Al Khatt Eau de Parfum,Xerjoff," Al Khatt is a mystical and seductive fragrance crafted to transport the wearer to a far off land. Refreshing and floral top notes of Bergamont and Jasmine tantalize the senses as a warm heart note of Cashmeran lends a soft musky and woody core to the heart. At the base, Vanilla, Oakmoss, Laos benzoin and Oud Laos provide a warm and long lasting finish to scent sending the wearer to a glamourous reverie reminiscent of 1001 nights.Entirely dedicated to the traditions of Arab perfume making, The Oud Stars collection is created with prestigious distillations of pure Oud from the plantations of Laos, India and Borneo."," Italian Bergamot, Jasmine Sambac, Cashmeran, Vanilla, Oakmoss, Laos Benzoin, Oud Loas",https://static.luckyscent.com/images/products/51130.jpg?width=400&404=product.png
Oud Stars - Mamluk Eau de Parfum,Xerjoff," Mamluk is journey of profound depth as deep and resinous notes from the earth create a meditative and spiritual scent. Honey and caramel notes resinate from the start creating a warm and rich invitation to the senses. Jasmine and Osmanthus soon blend with Laos benzoin creating a floral heart that is both seductive and alluring. Finally a bed of Vanilla Madagascar, Indian Oud, Crystal musk and amber create the final embrace to this warm and sensual scent. Mamluk is a rare and deeply reflective scent built on primal nature of mankind.Entirely dedicated to the traditions of Arab perfume making, The Oud Stars collection is created with prestigious distillations of pure Oud from the plantations of Laos, India and Borneo."," Italian Bergamot, Honey, caramel Accord, Jasmine Garndiflorum, Osmanthus, Laos Benzoin, Vanilla MAdagascar, Indian Oud, Crystal Musks, Amber",https://static.luckyscent.com/images/products/51131.jpg?width=400&404=product.png
Oud Stars - Gao Eau de Parfum,Xerjoff," Gao is a deeply anamalic scent based on a masterful blend of saffron and Oud. Dueling notes of Spanish and Iranian saffron provide a floral and earthy introduction to this scent. Soon gurjam balsam weaves its way with nagarmotha to provide a sweet, woody and tenacious profile to the scents heart while a rare Bois de Cade lends a dark, aromatic and smoky aura. Finally, Indonesian Patchouli and amber lay a smooth yet dry foundation to a seamless blend of Thai Pratchin oud and Laos Oud. Gao is a daring and sophisticated scent reminiscent of the dry and arid lands of the Arabian peninsula.Entirely dedicated to the traditions of Arab perfume making, The Oud Stars collection is created with prestigious distillations of pure Oud from the plantations of Laos, India and Borneo."," A Blend of Spanish Saffron with a touch of Iranian Saffron, Gurjum, Bois de Cade, Nagarmotha, Indonesian Patchouly, Amber, a Blend of Thai Pratchin Oud with Oud Laos (Udomsai)",https://static.luckyscent.com/images/products/51132.jpg?width=400&404=product.png
Oud Stars - Fars Eau de Parfum,Xerjoff," Fars is a rare study of east meets west as crisp Italian bergamot plays host to a meditative herbal French Lavender. Heart notes of Egyptian geranium, Jasmine absolute and dry cedar bring forth a floral aspect which plays right into Fars's seductive charm. Soon, the depth and warmth of Amber, Sandalwood, Haitian vetiver, Indian Nagarmotha and Oud wood lay the final foundation to an unusually smooth and polished blend of two worlds. Fars is a scent built on sensual images of Arabian nights.Entirely dedicated to the traditions of Arab perfume making, The Oud Stars collection is created with prestigious distillations of pure Oud from the plantations of Laos, India and Borneo."," Italian Bergamot, French Lavender, cade, Egyptian Geranium, Jasmine Absolute, Cedar Atlas, Amber, Santalwood, Patchouly, Haiti Vetyver, Indian Nagarmotha",https://static.luckyscent.com/images/products/51133.jpg?width=400&404=product.png
Francois Charles Eau de Parfum,Rance," Fran√ßois Ranc√©, the founder of the Maison RANC√â, taught his sons and grandsons the art of creating awe-inspiring perfumes and passed on his passion for Napoleon, the sublime Hero who personified French glory. Fran√ßois' son Jean Ranc√© devoted this perfume to FRAN√áOIS CHARLES, Napoleon's only son. It was hoped that the young Prince could repeat his majestic father's feats, and like him, bring the great ideals France's victories had introduced throughout Europe to triumph.This perfume lives again today, and we can admire its sobriety and immediacy, the intensity of its fragrance, and its continuous variation in notes. It is like walking in a forest through a gradually changing sequence of plants, flowers and wild herbs, and smelling their different successive scents. It is a very manly perfume which goes straight to the hearts of nature lovers. This is a very masculine fragrance which appeals directly to the hearts of nature lovers."," Basil, Cardamom, Lavendar, Bergamot, Calabrian Lemon, Thyme, Ginger, Geranium, Carnation, Jasmine, Virginia Cedar, Florentine Iris, Ambergris, Leather, Musk",https://static.luckyscent.com/images/products/57300.jpg?width=400&404=product.png
Le Vainqueur Eau de Parfum,Rance," Jeanne Sandra Ranc√© has revived the name and prestige of the perfumeìLE VAINQUEURîù, which was been presented by her great-great-grand-father Fran√ßois to Napoleon the Great,  with an alluring creation made of exquisite ingredients.The bright thrilling freshness of the Mediterranean Citrus is enriched with the energetic tones of grapefruit, ginger and other melon tones then tempered with the elegance of jasmine.  The aromatic verve of lavender and geranium highlight the determined, virile and powerful character of this fragrance.  Leather, woods and iris create the perfect environment for the rich musk and amber tones of the base notes."," Grapefuit, Bergamot, Ginger, Melon, Watermelon, Italian Mandarin, Lavender, Geranium, Lily of the Valley, Nutmeg, Calabrian Jasmine, Sandalwood, Vetiver, Florentine Iris, Leather, Ambergris, Musk",https://static.luckyscent.com/images/products/57301.jpg?width=400&404=product.png
Le Roi Empereur Eau de Parfum,Rance," With his coronation as King of Italy on May 26th, 1805 in Milan, thus taking on the dual title of EMPEROR and KING, NAPOLEON reached the peak of his glory. Only Charlemagne, one thousand years before him, had succeeded in bringing the whole of Europe under his rule.This was the highest consecration of military and political genius, which led to the fulfilment of the ideals of Liberty and Reform of the French Revolution. The whole of Europe acclaimed the HERO, and Fran√ßois Ranc√©, his master perfumer and devoted admirer, created for him a fragrance which expressed his virile and fiery nature.The fresh scents of lavender and orange flower, together with the green, aromatic overtones of anise, blend with amber and Reunion cinnamon to create a symphony of intense accords. Leather exalts the masculine character, while cedar and musk give intensity and persistence to the fragrance."," Lavender, orange flower, anise, cardamom, violet, iris, amber, leather, cinnamon, cedar, musk",https://static.luckyscent.com/images/products/57302.jpg?width=400&404=product.png
Fils de Dieu Eau de Parfum,Etat Libre d'Orange," The tagline for this Fils de Dieu, du Riz et des Agrumes (îúSon of God, rice and citrusîù isìHe brings the sunshineîù). But despite these distinctly religious references, there is nary a tear of incense in Ralf Schwieger's d√©but scent for √âtat Libre d'Orange. And despite a list of notes that almost reads like the recipe for a South-eastern Asian dish, Fils de Dieu never veers into the foody: rather, it shows how the aromas lacing one of the most refined cuisines in the world are also perfumes. The green, citrusy top notes add sparkle to the cardamom and ginger, churning up the milky, powdery accents of the rice and coconut notes. The latter is picked up by the lactonic facets in jasmine, while a rich May rose hints that the Queen of flowers and steamed rice may have secret affinities.Then as it moves into the drydown, Fils de Dieu reveals its animal nature by exhaling a soft, dark leather note, more suede than rawhide, infused with musk. And we sing Hallelujah."," Ginger, coriander leaves, lime, shiso, bergamot, Jungle Essence coconut, rice note, Jungle Essence cardamom, jasmine, cinnamon, French May rose, tonka bean, vetiver, musk, amber, leather, castoreum.",https://static.luckyscent.com/images/products/47741.jpg?width=400&404=product.png
